pytorch_broadcast,2,1024,0.0001289844512939453,1.2809979764518779e-05
pytorch_broadcast,2,32768,0.0001285076141357422,2.0242846585492685e-05
pytorch_broadcast,2,1048576,0.00011487007141113282,1.5934782029085776e-05
pytorch_broadcast,2,33554432,0.00010929107666015624,1.8022678429999897e-05
pytorch_broadcast,2,1073741824,0.00012998580932617189,1.849144743059748e-05
pytorch_broadcast,4,1024,0.00012731552124023438,1.6151341053795508e-05
pytorch_broadcast,4,32768,0.00012445449829101562,4.59350379134838e-06
pytorch_broadcast,4,1048576,0.00010938644409179688,8.839382887357707e-06
pytorch_broadcast,4,33554432,0.00012979507446289062,1.3363866473204566e-05
pytorch_broadcast,4,1073741824,0.000130462646484375,2.4606091073497554e-05
pytorch_broadcast,8,1024,0.00012974739074707032,2.0489243810298542e-05
pytorch_broadcast,8,32768,0.00014972686767578125,2.0061191528284673e-05
pytorch_broadcast,8,1048576,0.00013914108276367188,2.487591405635746e-05
pytorch_broadcast,8,33554432,0.00013341903686523438,2.200984456901803e-05
pytorch_broadcast,8,1073741824,0.00012230873107910156,1.8564220421803518e-05
pytorch_broadcast,16,1024,0.00015707015991210936,3.209911066085825e-05
pytorch_broadcast,16,32768,0.00014901161193847656,2.1271961627917066e-05
pytorch_broadcast,16,1048576,0.00017995834350585936,3.046366280125503e-05
pytorch_broadcast,16,33554432,0.00015354156494140625,2.4179452675095494e-05
pytorch_broadcast,16,1073741824,0.0001591205596923828,1.7578160597182366e-05
pytorch_reduce,2,1024,0.0001285076141357422,3.381814380050911e-05
pytorch_reduce,2,32768,0.00012125968933105469,3.26069463273254e-05
pytorch_reduce,2,1048576,9.765625e-05,2.398239676208744e-05
pytorch_reduce,2,33554432,0.00012426376342773439,2.6184135244666674e-05
pytorch_reduce,2,1073741824,0.00013761520385742189,1.8024444580078127e-05
pytorch_reduce,4,1024,0.0001529693603515625,3.8827722828918674e-05
pytorch_reduce,4,32768,0.00013570785522460939,4.725102566322499e-05
pytorch_reduce,4,1048576,0.00012102127075195313,1.2051440118347635e-05
pytorch_reduce,4,33554432,0.00012745857238769532,2.0991994317584746e-05
pytorch_reduce,4,1073741824,0.00012431144714355468,1.867510069090274e-05
pytorch_reduce,8,1024,0.00015058517456054688,1.3552245573189159e-05
pytorch_reduce,8,32768,0.00016112327575683593,3.553521547547659e-05
pytorch_reduce,8,1048576,0.00014672279357910156,4.224346646999563e-05
pytorch_reduce,8,33554432,0.0001464366912841797,7.4749452843094336e-06
pytorch_reduce,8,1073741824,0.00014252662658691405,1.8917518936877548e-05
pytorch_reduce,16,1024,0.0001651287078857422,8.529389262709056e-06
pytorch_reduce,16,32768,0.00018177032470703124,3.599713157189003e-05
pytorch_reduce,16,1048576,0.00013947486877441406,1.7979985866100878e-05
pytorch_reduce,16,33554432,0.00015115737915039062,1.9795922045371125e-05
pytorch_reduce,16,1073741824,0.00015201568603515626,1.1570156660735295e-05
pytorch_allreduce,2,1024,0.00012273788452148436,2.401167473893525e-05
pytorch_allreduce,2,32768,0.00014467239379882811,2.568085747342001e-05
pytorch_allreduce,2,1048576,0.00014443397521972655,4.822669821847478e-05
pytorch_allreduce,2,33554432,0.00011835098266601562,1.0790225402996057e-05
pytorch_allreduce,2,1073741824,0.00011911392211914063,2.1770423319595774e-05
pytorch_allreduce,4,1024,0.00015430450439453126,2.400030889274881e-05
pytorch_allreduce,4,32768,0.00013871192932128905,2.3903005388460492e-05
pytorch_allreduce,4,1048576,0.0001625537872314453,1.6098039410116667e-05
pytorch_allreduce,4,33554432,0.00012383460998535156,7.723584497452356e-06
pytorch_allreduce,4,1073741824,0.00013384819030761718,2.576315466721545e-05
pytorch_allreduce,8,1024,0.00015659332275390624,3.0678977934030535e-05
pytorch_allreduce,8,32768,0.00015611648559570311,1.2653177459697523e-05
pytorch_allreduce,8,1048576,0.00014500617980957032,1.8049026559749316e-05
pytorch_allreduce,8,33554432,0.00013546943664550782,7.544582553757279e-06
pytorch_allreduce,8,1073741824,0.00015926361083984375,2.2836965633904634e-05
pytorch_allreduce,16,1024,0.00016107559204101563,1.3203826694668959e-05
pytorch_allreduce,16,32768,0.0001590251922607422,1.628243549248111e-05
pytorch_allreduce,16,1048576,0.00020213127136230468,4.408394987212315e-05
pytorch_allreduce,16,33554432,0.0001613616943359375,1.3715514450475548e-05
pytorch_allreduce,16,1073741824,0.0001498699188232422,1.0329441947099131e-05
pytorch_allgather,2,1024,0.0003074169158935547,5.1399108721800226e-05
pytorch_allgather,2,32768,0.0003393650054931641,4.5411974235388105e-05
pytorch_allgather,2,1048576,0.0005940914154052735,0.00010415977009171322
pytorch_allgather,2,33554432,0.0005970478057861328,0.00018186430437971794
pytorch_allgather,2,1073741824,0.004020547866821289,0.001375146509719302
pytorch_allgather,4,1024,0.00040650367736816406,6.48181150410323e-05
pytorch_allgather,4,32768,0.00044078826904296874,4.3945246272567017e-05
pytorch_allgather,4,1048576,0.0006503582000732422,8.079687302487425e-05
pytorch_allgather,4,33554432,0.0007810592651367188,0.00010256644238913854
pytorch_allgather,4,1073741824,0.0076637744903564455,0.002199495003307625
pytorch_allgather,8,1024,0.0005248069763183593,6.963021031510452e-05
pytorch_allgather,8,32768,0.0006733894348144531,0.00010965498493404195
pytorch_allgather,8,1048576,0.0008076667785644531,3.2626116900544836e-05
pytorch_allgather,8,33554432,0.0013528823852539062,0.0004381582829493646
pytorch_allgather,8,134217728,0.002694559097290039,4.147836481294528e-05
pytorch_allgather,16,1024,0.0007149219512939453,0.00011236418487179308
pytorch_allgather,16,32768,0.0010258674621582032,0.00011662928070298379
pytorch_allgather,16,1048576,0.0010098934173583985,0.0001303292346631817
pytorch_allgather,16,33554432,0.002474689483642578,0.0004247733975487783
pytorch_allgather,16,134217728,0.005461215972900391,0.0010040202741061373
